           0   1.00000000    
           1   1.00001907    
           2   1.00007617    
           3   1.00017142    
           4   1.00030470    
           5   1.00047612    
           6   1.00068581    
           7   1.00093377    
           8   1.00121987    
           9   1.00154424    
          10   1.00190723    
          11   1.00230861    
          12   1.00274849    
          13   1.00322700    
          14   1.00374436    
          15   1.00430059    
          16   1.00489581    
          17   1.00553012    
          18   1.00620365    
          19   1.00691664    
          20   1.00766909    
          21   1.00846124    
          22   1.00929332    
          23   1.01016545    
          24   1.01107776    
          25   1.01203060    
          26   1.01302409    
          27   1.01405835    
          28   1.01513374    
          29   1.01625049    
          30   1.01740897    
          31   1.01860905    
          32   1.01985133    
          33   1.02113593    
          34   1.02246320    
          35   1.02383351    
          36   1.02524710    
          37   1.02670419    
          38   1.02820528    
          39   1.02975059    
          40   1.03134060    
          41   1.03297567    
          42   1.03465605    
          43   1.03638208    
          44   1.03815448    
          45   1.03997338    
          46   1.04183936    
          47   1.04375291    
          48   1.04571426    
          49   1.04772401    
          50   1.04978287    
          51   1.05189097    
          52   1.05404913    
          53   1.05625772    
          54   1.05851734    
          55   1.06082857    
          56   1.06319189    
          57   1.06560814    
          58   1.06807780    
          59   1.07060158    
          60   1.07317996    
          61   1.07581377    
          62   1.07850373    
          63   1.08125043    
          64   1.08405471    
          65   1.08691740    
          66   1.08983922    
          67   1.09282076    
          68   1.09586322    
          69   1.09896719    
          70   1.10213375    
          71   1.10536349    
          72   1.10865772    
          73   1.11201715    
          74   1.11544275    
          75   1.11893570    
          76   1.12249696    
          77   1.12612748    
          78   1.12982857    
          79   1.13360119    
          80   1.13744652    
          81   1.14136577    
          82   1.14536035    
          83   1.14943123    
          84   1.15357995    
          85   1.15780759    
          86   1.16211569    
          87   1.16650569    
          88   1.17097902    
          89   1.17553699    
          90   1.18018138    
