           0   0.00000000    
           1   1.90167374E-03
           2   7.61377625E-03
           3   1.71350017E-02
           4   3.04631740E-02
           5   4.75952476E-02
           6   6.85348213E-02
           7   9.32845995E-02
           8  0.121838920    
           9  0.154191241    
          10  0.190356657    
          11  0.230326831    
          12  0.274092615    
          13  0.321666360    
          14  0.373044580    
          15  0.428215444    
          16  0.487196088    
          17  0.549965382    
          18  0.616538525    
          19  0.686907589    
          20  0.761071026    
          21  0.839026392    
          22  0.920777678    
          24   9.02373418E-02
          25  0.184300646    
          26  0.282190055    
          27  0.383897305    
          28  0.489427954    
          29  0.598779082    
          30  0.711954176    
          31  0.828933537    
          32  0.949733257    
          34  0.129812807    
          35  0.263477564    
          36  0.400983930    
          37  0.542342305    
          38  0.687540174    
          39  0.836578310    
          40  0.989456356    
          42  0.162406132    
          43  0.328688234    
          44  0.498848170    
          45  0.672879338    
          46  0.850773871    
          48  0.187564820    
          49  0.379030257    
          50  0.574404359    
          51  0.773665309    
          52  0.976825297    
          54  0.213473335    
          55  0.430877239    
          56  0.652210593    
          57  0.877477705    
          59  0.235728398    
          60  0.475423038    
          61  0.719081223    
          62  0.966698587    
          64  0.258686930    
          65  0.521377742    
          66  0.788073897    
          68  0.277622253    
          69  0.559284806    
          70  0.844987452    
          72  0.297131151    
          73  0.598334253    
          74  0.903613150    
          76  0.317259967    
          77  0.638628483    
          78  0.964112103    
          80  0.338076353    
          81  0.680298030    
          83  0.354163140    
          84  0.712522864    
          86  0.370710671    
          87  0.745654702    
          89  0.387738973    
          90  0.779744267    
